image1,image2,preferred,prompt,timestamp,rater_id,response_time_ms
images/saeed-ghavam-shahidi-i38Wgx6RRN0-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:50:03.387664,default,708.193
images/peter-thomas-OUfn4MNUGA4-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:50:04.129975,default,475.872
images/marek-piwnicki-3f22ob_rtnA-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:50:04.808809,default,376.121
images/cheng-lin-BJmFkjQFq44-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:50:06.762634,default,1523.09
images/intricate-explorer-N3stduCK5Ms-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:50:09.018084,default,1586.3
images/wietse-jongsma-w_xNKXC4EM0-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:50:10.044480,default,793.285
images/arpit-rastogi-eLYtlDkpkXw-unsplash.jpg,images/chen-zy-ccr9dAWi0hw-unsplash.jpg,1.0,,2025-03-24T17:50:12.502366,default,2157.4559999999997
images/zoltan-tasi-7qhm0GNurTc-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:55:34.054891,default,2944.07
images/dennis-yu-Nr8BIhkjwQY-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:55:35.666725,default,1023.747
images/josh-hild-wqvA56yiz04-unsplash.jpg,images/chen-zy-ccr9dAWi0hw-unsplash.jpg,2.0,,2025-03-24T17:55:37.054674,default,1152.489
images/pavel-marianov-_eTFRd_3adE-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:38.289772,default,854.7139999999999
images/michael-fousert-d8px3c8GAtA-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:39.218381,default,619.538
images/the-chaffins-1KDauE4oF0o-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:41.897929,default,2258.133
images/reinaldo-photography--NEGehNFXF0-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:43.792435,default,1516.981
images/frode-myklebust-rHs9qFMrcDk-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:55:44.953421,default,827.232
images/lerone-pieters-Kx25S1nd9UE-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:46.754380,default,1421.856
images/wietse-jongsma-h-huws0YRo8-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:55:47.941369,default,944.203
images/marek-piwnicki-zV2zh23STCk-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:48.940378,default,563.0469999999999
images/samuel-arkwright-Pi9wWFYTy2I-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:55:50.053071,default,651.371
images/johannes-andersson-a5c9WeJU8WQ-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:55:51.101330,default,794.694
images/karsten-winegeart-yg1_KJ66Afc-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:55:52.260960,default,882.153
images/pascal-debrunner-Xk317d8TtEo-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:53.576048,default,939.03
images/saeed-ghavam-shahidi-i38Wgx6RRN0-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:55.050100,default,1111.942
images/peter-thomas-OUfn4MNUGA4-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:55.958117,default,640.854
images/marek-piwnicki-3f22ob_rtnA-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:57.124248,default,876.929
images/cheng-lin-BJmFkjQFq44-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:55:58.655835,default,1104.228
images/intricate-explorer-N3stduCK5Ms-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:56:00.059264,default,729.1560000000001
images/wietse-jongsma-w_xNKXC4EM0-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:56:02.481971,default,2187.228
images/arpit-rastogi-eLYtlDkpkXw-unsplash.jpg,images/chen-zy-ccr9dAWi0hw-unsplash.jpg,1.0,,2025-03-24T17:56:03.938987,default,1158.558
images/zoltan-tasi-7qhm0GNurTc-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:59:06.803929,default,3763.313
images/dennis-yu-Nr8BIhkjwQY-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T17:59:17.432830,default,10047.898
images/josh-hild-wqvA56yiz04-unsplash.jpg,images/chen-zy-ccr9dAWi0hw-unsplash.jpg,2.0,,2025-03-24T17:59:19.757719,default,2093.306
images/pavel-marianov-_eTFRd_3adE-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T17:59:20.928558,default,806.774
images/michael-fousert-d8px3c8GAtA-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T18:00:58.653714,default,2659.8869999999997
images/the-chaffins-1KDauE4oF0o-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T18:01:00.445269,default,1361.322
images/zoltan-tasi-7qhm0GNurTc-unsplash.jpg,images/the-chaffins-1KDauE4oF0o-unsplash.jpg,2.0,,2025-03-24T18:29:58.928526,default,3512.183
images/marek-piwnicki-zV2zh23STCk-unsplash.jpg,images/michael-fousert-d8px3c8GAtA-unsplash.jpg,2.0,,2025-03-24T18:30:00.934209,default,1609.519
images/marek-piwnicki-zV2zh23STCk-unsplash.jpg,images/wietse-jongsma-w_xNKXC4EM0-unsplash.jpg,1.0,,2025-03-24T18:30:02.378698,default,1128.461
images/pascal-debrunner-Xk317d8TtEo-unsplash.jpg,images/chen-zy-ccr9dAWi0hw-unsplash.jpg,1.0,,2025-03-24T18:30:04.357410,default,1622.492
images/reinaldo-photography--NEGehNFXF0-unsplash.jpg,images/peter-thomas-OUfn4MNUGA4-unsplash.jpg,2.0,,2025-03-24T18:30:06.030425,default,1371.092
images/saeed-ghavam-shahidi-i38Wgx6RRN0-unsplash.jpg,images/josh-hild-wqvA56yiz04-unsplash.jpg,1.0,,2025-03-24T18:30:07.096205,default,804.889
images/michael-fousert-d8px3c8GAtA-unsplash.jpg,images/marek-piwnicki-zV2zh23STCk-unsplash.jpg,1.0,,2025-03-24T18:30:37.120090,default,2038.972
images/saeed-ghavam-shahidi-i38Wgx6RRN0-unsplash.jpg,images/karsten-winegeart-yg1_KJ66Afc-unsplash.jpg,1.0,,2025-03-24T18:30:38.345105,default,938.498
images/josh-hild-wqvA56yiz04-unsplash.jpg,images/saeed-ghavam-shahidi-i38Wgx6RRN0-unsplash.jpg,1.0,,2025-03-24T18:30:39.244833,default,645.725
images/peter-thomas-OUfn4MNUGA4-unsplash.jpg,images/samuel-arkwright-Pi9wWFYTy2I-unsplash.jpg,1.0,,2025-03-24T18:30:40.236508,default,617.231
images/wietse-jongsma-h-huws0YRo8-unsplash.jpg,images/pavel-marianov-_eTFRd_3adE-unsplash.jpg,1.0,,2025-03-24T18:30:40.994777,default,489.796
images/frode-myklebust-rHs9qFMrcDk-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T18:31:25.778634,default,4750.831
images/lerone-pieters-Kx25S1nd9UE-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T18:31:27.857504,default,1700.587
images/johannes-andersson-a5c9WeJU8WQ-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T18:31:29.778284,default,1671.0210000000002
images/marek-piwnicki-3f22ob_rtnA-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T18:31:31.236751,default,1165.455
images/cheng-lin-BJmFkjQFq44-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,1.0,,2025-03-24T18:31:32.899198,default,1231.984
images/intricate-explorer-N3stduCK5Ms-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T18:31:35.945187,default,2365.633
images/arpit-rastogi-eLYtlDkpkXw-unsplash.jpg,images/chen-zy-ccr9dAWi0hw-unsplash.jpg,2.0,,2025-03-24T18:31:38.745090,default,2510.163
images/dennis-yu-Nr8BIhkjwQY-unsplash.jpg,images/ingmar-h-w0LJ3X-3qgY-unsplash.jpg,2.0,,2025-03-24T18:42:31.319804,default,3095.969
